Full Label,Numeric Label,URL,Propagation Vector
0.535Tb0.55Sr0.45MnO3,0.535,https://www.cryst.ehu.es/magndata/index.php?this_label=0.535,"0, 0, 0"
0.536Tb0.55Sr0.45MnO3,0.536,https://www.cryst.ehu.es/magndata/index.php?this_label=0.536,"0, 0, 0"
0.537CaMn0.7Co1.3ReO6,0.537,https://www.cryst.ehu.es/magndata/index.php?this_label=0.537,"0, 0, 0"
0.538CaMn1.2Ni0.8ReO6,0.538,https://www.cryst.ehu.es/magndata/index.php?this_label=0.538,"0, 0, 0"
0.539Mn2Fe0.8Mo1.2O6,0.539,https://www.cryst.ehu.es/magndata/index.php?this_label=0.539,"0, 0, 0"
0.540Mn2Fe0.8Mo1.2O6,0.54,https://www.cryst.ehu.es/magndata/index.php?this_label=0.540,"0, 0, 0"
0.541Mn2FeReO6,0.541,https://www.cryst.ehu.es/magndata/index.php?this_label=0.541,"0, 0, 0"
0.542Mn2FeReO6,0.542,https://www.cryst.ehu.es/magndata/index.php?this_label=0.542,"0, 0, 0"
0.543Mn2FeReO6,0.543,https://www.cryst.ehu.es/magndata/index.php?this_label=0.543,"0, 0, 0"
0.544Mn2FeReO6,0.544,https://www.cryst.ehu.es/magndata/index.php?this_label=0.544,"0, 0, 0"
0.545Mn2FeReO6,0.545,https://www.cryst.ehu.es/magndata/index.php?this_label=0.545,"0, 0, 0"
0.546Mn2FeReO6,0.546,https://www.cryst.ehu.es/magndata/index.php?this_label=0.546,"0, 0, 0"
0.547Mn2FeReO6,0.547,https://www.cryst.ehu.es/magndata/index.php?this_label=0.547,"0, 0, 0"
0.548Mn2FeReO6,0.548,https://www.cryst.ehu.es/magndata/index.php?this_label=0.548,"0, 0, 0"
0.549Mn2FeReO6,0.549,https://www.cryst.ehu.es/magndata/index.php?this_label=0.549,"0, 0, 0"
0.550Mn3ReO6,0.55,https://www.cryst.ehu.es/magndata/index.php?this_label=0.550,"1/2, 1/2, 0"
0.551Mn3ReO6,0.551,https://www.cryst.ehu.es/magndata/index.php?this_label=0.551,"1/2, 1/2, 0"
0.552Pb2MnO4,0.552,https://www.cryst.ehu.es/magndata/index.php?this_label=0.552,"0, 0, 0"
0.553K2ReI6,0.553,https://www.cryst.ehu.es/magndata/index.php?this_label=0.553,"0, 0, 0"
0.554Co2MnSi,0.554,https://www.cryst.ehu.es/magndata/index.php?this_label=0.554,"0, 0, 0"
0.555Ho0.05Bi0.95FeO3,0.555,https://www.cryst.ehu.es/magndata/index.php?this_label=0.555,"0, 0, 0"
0.556Ho0.1Bi0.9FeO3,0.556,https://www.cryst.ehu.es/magndata/index.php?this_label=0.556,"0, 0, 0"
0.557Ho0.15Bi0.85FeO3,0.557,https://www.cryst.ehu.es/magndata/index.php?this_label=0.557,"0, 0, 0"
0.558Ho0.2Bi0.8FeO3,0.558,https://www.cryst.ehu.es/magndata/index.php?this_label=0.558,"0, 0, 0"
0.559Ho0.15Bi0.85FeO3,0.559,https://www.cryst.ehu.es/magndata/index.php?this_label=0.559,"0, 0, 0"
0.560Ho0.2Bi0.8FeO3,0.56,https://www.cryst.ehu.es/magndata/index.php?this_label=0.560,"0, 0, 0"
0.561NdNiGe2,0.561,https://www.cryst.ehu.es/magndata/index.php?this_label=0.561,"0, 0, 0"
0.562Ce2Ni3Ge5,0.562,https://www.cryst.ehu.es/magndata/index.php?this_label=0.562,"1, 1, 1"
0.563Ce2Ni3Ge5,0.563,https://www.cryst.ehu.es/magndata/index.php?this_label=0.563,"1, 1, 1"
0.564U2Rh3Si5,0.564,https://www.cryst.ehu.es/magndata/index.php?this_label=0.564,"0, 1, 0"
0.565Ce2Ni3Ge5,0.565,https://www.cryst.ehu.es/magndata/index.php?this_label=0.565,"1, 1, 1"
0.566TbNiGe2,0.566,https://www.cryst.ehu.es/magndata/index.php?this_label=0.566,"0, 0, 0"
0.567HoNi0.64Ge2,0.567,https://www.cryst.ehu.es/magndata/index.php?this_label=0.567,"0, 0, 0"
0.568TbNi0.4Ge2,0.568,https://www.cryst.ehu.es/magndata/index.php?this_label=0.568,"0, 0, 0"
0.569TbCu0.4Ge2,0.569,https://www.cryst.ehu.es/magndata/index.php?this_label=0.569,"0, 0, 0"
0.570Li0.5FeCr1.5O4,0.57,https://www.cryst.ehu.es/magndata/index.php?this_label=0.570,"0, 0, 0"
0.571CoSO4,0.571,https://www.cryst.ehu.es/magndata/index.php?this_label=0.571,"0, 0, 0"
0.572Na2NiCrF7,0.572,https://www.cryst.ehu.es/magndata/index.php?this_label=0.572,"0, 0, 0"
0.573Na2NiCrF7,0.573,https://www.cryst.ehu.es/magndata/index.php?this_label=0.573,"0, 0, 0"
0.574MnFeF5(H2O)2,0.574,https://www.cryst.ehu.es/magndata/index.php?this_label=0.574,"0, 0, 0"
0.575ZnFeF5(H2O)2,0.575,https://www.cryst.ehu.es/magndata/index.php?this_label=0.575,"0, 0, 0"
0.576Cr2F5,0.576,https://www.cryst.ehu.es/magndata/index.php?this_label=0.576,"0, 0, 0"
0.577BaMnFeF7,0.577,https://www.cryst.ehu.es/magndata/index.php?this_label=0.577,"0, 0, 0"
0.578NaBaFe2F9,0.578,https://www.cryst.ehu.es/magndata/index.php?this_label=0.578,"0, 0, 0"
0.579Na2NiFeF7,0.579,https://www.cryst.ehu.es/magndata/index.php?this_label=0.579,"0, 0, 0"
0.580Na2NiFeF7,0.58,https://www.cryst.ehu.es/magndata/index.php?this_label=0.580,"0, 0, 0"
0.581FeF3,0.581,https://www.cryst.ehu.es/magndata/index.php?this_label=0.581,"0, 0, 0"
0.582Fe3F8(H2O)2,0.582,https://www.cryst.ehu.es/magndata/index.php?this_label=0.582,"0, 0, 0"
0.583Fe2F5(H2O)2,0.583,https://www.cryst.ehu.es/magndata/index.php?this_label=0.583,"0, 0, 0"
0.584Fe2F5(H2O)2,0.584,https://www.cryst.ehu.es/magndata/index.php?this_label=0.584,"0, 0, 0"
0.585YbCl3,0.585,https://www.cryst.ehu.es/magndata/index.php?this_label=0.585,"0, 0, 0"
0.586YCrO3,0.586,https://www.cryst.ehu.es/magndata/index.php?this_label=0.586,"0, 0, 0"
0.587TmCrO3,0.587,https://www.cryst.ehu.es/magndata/index.php?this_label=0.587,"0, 0, 0"
0.588PrCrO3,0.588,https://www.cryst.ehu.es/magndata/index.php?this_label=0.588,"0, 0, 0"
0.589NdCrO3,0.589,https://www.cryst.ehu.es/magndata/index.php?this_label=0.589,"0, 0, 0"
0.590ErCrO3,0.59,https://www.cryst.ehu.es/magndata/index.php?this_label=0.590,"0, 0, 0"
0.591ErCrO3,0.591,https://www.cryst.ehu.es/magndata/index.php?this_label=0.591,"0, 0, 0"
0.592DyCrO3,0.592,https://www.cryst.ehu.es/magndata/index.php?this_label=0.592,"0, 0, 0"
0.593UPSe,0.593,https://www.cryst.ehu.es/magndata/index.php?this_label=0.593,"0, 0, 0"
0.594UAsS,0.594,https://www.cryst.ehu.es/magndata/index.php?this_label=0.594,"0, 0, 0"
0.595UPTe,0.595,https://www.cryst.ehu.es/magndata/index.php?this_label=0.595,"0, 0, 0"
0.596UAsTe,0.596,https://www.cryst.ehu.es/magndata/index.php?this_label=0.596,"0, 0, 0"
0.597MnBi8Te13,0.597,https://www.cryst.ehu.es/magndata/index.php?this_label=0.597,"0, 0, 0"
0.598AlCr2,0.598,https://www.cryst.ehu.es/magndata/index.php?this_label=0.598,"0, 0, 1"
0.599CaMnSi,0.599,https://www.cryst.ehu.es/magndata/index.php?this_label=0.599,"0, 0, 0"
0.600CaMnSi,0.6,https://www.cryst.ehu.es/magndata/index.php?this_label=0.600,"0, 0, 0"
0.601CaMnGe,0.601,https://www.cryst.ehu.es/magndata/index.php?this_label=0.601,"0, 0, 0"
0.602CaMnGe,0.602,https://www.cryst.ehu.es/magndata/index.php?this_label=0.602,"0, 0, 0"
0.603CaMn2Ge2,0.603,https://www.cryst.ehu.es/magndata/index.php?this_label=0.603,"0, 0, 0"
0.604CaMn2Ge2,0.604,https://www.cryst.ehu.es/magndata/index.php?this_label=0.604,"0, 0, 0"
0.605BaMn2Ge2,0.605,https://www.cryst.ehu.es/magndata/index.php?this_label=0.605,"0, 0, 0"
0.606BaMn2Ge2,0.606,https://www.cryst.ehu.es/magndata/index.php?this_label=0.606,"0, 0, 0"
0.607RuO2,0.607,https://www.cryst.ehu.es/magndata/index.php?this_label=0.607,"0, 0, 0"
0.608PrMnO3,0.608,https://www.cryst.ehu.es/magndata/index.php?this_label=0.608,"0, 0, 0"
0.609NdMnO3,0.609,https://www.cryst.ehu.es/magndata/index.php?this_label=0.609,"0, 0, 0"
0.610Pr0.95K0.05MnO3,0.61,https://www.cryst.ehu.es/magndata/index.php?this_label=0.610,"0, 0, 0"
0.611BaMnSb2,0.611,https://www.cryst.ehu.es/magndata/index.php?this_label=0.611,"0, 0, 0"
0.612Cu2OSO4,0.612,https://www.cryst.ehu.es/magndata/index.php?this_label=0.612,"0, 0, 0"
0.613FeCr2S4,0.613,https://www.cryst.ehu.es/magndata/index.php?this_label=0.613,"0, 0, 0"
0.614FeCr2S4,0.614,https://www.cryst.ehu.es/magndata/index.php?this_label=0.614,"0, 0, 0"
0.615FeCr2S4,0.615,https://www.cryst.ehu.es/magndata/index.php?this_label=0.615,"0, 0, 0"
0.616HoB2,0.616,https://www.cryst.ehu.es/magndata/index.php?this_label=0.616,"0, 0, 0"
0.617KMnSb,0.617,https://www.cryst.ehu.es/magndata/index.php?this_label=0.617,"0, 0, 0"
0.618KMnBi,0.618,https://www.cryst.ehu.es/magndata/index.php?this_label=0.618,"0, 0, 0"
0.619LaMnAsO,0.619,https://www.cryst.ehu.es/magndata/index.php?this_label=0.619,"0, 0, 0"
0.620NdMnAsO,0.62,https://www.cryst.ehu.es/magndata/index.php?this_label=0.620,"0, 0, 0"
0.621NdMnAsO,0.621,https://www.cryst.ehu.es/magndata/index.php?this_label=0.621,"0, 0, 0"
0.622NdMnAsO,0.622,https://www.cryst.ehu.es/magndata/index.php?this_label=0.622,"0, 0, 0"
0.623NdMnAsO,0.623,https://www.cryst.ehu.es/magndata/index.php?this_label=0.623,"0, 0, 0"
0.624LaMnAsO,0.624,https://www.cryst.ehu.es/magndata/index.php?this_label=0.624,"0, 0, 0"
0.625U2Pd2In,0.625,https://www.cryst.ehu.es/magndata/index.php?this_label=0.625,"0, 0, 0"
0.626NaMnP,0.626,https://www.cryst.ehu.es/magndata/index.php?this_label=0.626,"0, 0, 0"
0.627NaMnP,0.627,https://www.cryst.ehu.es/magndata/index.php?this_label=0.627,"0, 0, 0"
0.628NaMnP,0.628,https://www.cryst.ehu.es/magndata/index.php?this_label=0.628,"0, 0, 0"
0.629NaMnAs,0.629,https://www.cryst.ehu.es/magndata/index.php?this_label=0.629,"0, 0, 0"
0.630NaMnAs,0.63,https://www.cryst.ehu.es/magndata/index.php?this_label=0.630,"0, 0, 0"
0.631NaMnSb,0.631,https://www.cryst.ehu.es/magndata/index.php?this_label=0.631,"0, 0, 0"
0.632NaMnSb,0.632,https://www.cryst.ehu.es/magndata/index.php?this_label=0.632,"0, 0, 0"
0.633KFeS2,0.633,https://www.cryst.ehu.es/magndata/index.php?this_label=0.633,"0, 0, 0"
0.634NaMnBi,0.634,https://www.cryst.ehu.es/magndata/index.php?this_label=0.634,"0, 0, 0"
0.635NaMnBi,0.635,https://www.cryst.ehu.es/magndata/index.php?this_label=0.635,"0, 0, 0"
0.636RbFeS2,0.636,https://www.cryst.ehu.es/magndata/index.php?this_label=0.636,"0, 0, 0"
0.637KFeSe2,0.637,https://www.cryst.ehu.es/magndata/index.php?this_label=0.637,"0, 0, 0"
0.638RbFeSe2,0.638,https://www.cryst.ehu.es/magndata/index.php?this_label=0.638,"0, 0, 0"
0.639Mn2Au,0.639,https://www.cryst.ehu.es/magndata/index.php?this_label=0.639,"0, 0, 0"
0.640Mn2Au,0.64,https://www.cryst.ehu.es/magndata/index.php?this_label=0.640,"0, 0, 0"
0.641Mn3Ga,0.641,https://www.cryst.ehu.es/magndata/index.php?this_label=0.641,"0, 0, 0"
0.642LaMnO3,0.642,https://www.cryst.ehu.es/magndata/index.php?this_label=0.642,"0, 0, 0"
0.643La0.95Ca0.05MnO3,0.643,https://www.cryst.ehu.es/magndata/index.php?this_label=0.643,"0, 0, 0"
0.644La0.95Ba0.05MnO3,0.644,https://www.cryst.ehu.es/magndata/index.php?this_label=0.644,"0, 0, 0"
0.645La0.95Ba0.05Mn0.95Ti0.05O3,0.645,https://www.cryst.ehu.es/magndata/index.php?this_label=0.645,"0, 0, 0"
0.646La0.90Ba0.10Mn0.90Ti0.10O3,0.646,https://www.cryst.ehu.es/magndata/index.php?this_label=0.646,"0, 0, 0"
0.647La0.875Ba0.125Mn0.875Ti0.125O3,0.647,https://www.cryst.ehu.es/magndata/index.php?this_label=0.647,"0, 0, 0"
0.648(Ho0.8Mn0.2)MnO3,0.648,https://www.cryst.ehu.es/magndata/index.php?this_label=0.648,"0, 0, 0"
0.649(Ho0.8Mn0.2)MnO3,0.649,https://www.cryst.ehu.es/magndata/index.php?this_label=0.649,"0, 0, 0"
0.650Er2Si2O7,0.65,https://www.cryst.ehu.es/magndata/index.php?this_label=0.650,"0, 0, 0"
0.651Er3Cu4Sn4,0.651,https://www.cryst.ehu.es/magndata/index.php?this_label=0.651,"0, 0, 1/2"
0.652HoMnO3,0.652,https://www.cryst.ehu.es/magndata/index.php?this_label=0.652,"0, 0, 0"
0.653HoMn0.99Fe0.01O3,0.653,https://www.cryst.ehu.es/magndata/index.php?this_label=0.653,"0, 0, 0"
0.654HoMn0.95Fe0.05O3,0.654,https://www.cryst.ehu.es/magndata/index.php?this_label=0.654,"0, 0, 0"
0.655HoMn0.9Fe0.1O3,0.655,https://www.cryst.ehu.es/magndata/index.php?this_label=0.655,"0, 0, 0"
0.656NdMn2Ge2,0.656,https://www.cryst.ehu.es/magndata/index.php?this_label=0.656,"0, 0, 0"
0.657PrMn2Ge2,0.657,https://www.cryst.ehu.es/magndata/index.php?this_label=0.657,"0, 0, 0"
0.658BaCuTe2O6,0.658,https://www.cryst.ehu.es/magndata/index.php?this_label=0.658,"0, 0, 0"
0.659NdMn0.8Fe0.2O3,0.659,https://www.cryst.ehu.es/magndata/index.php?this_label=0.659,"0, 0, 0"
0.660NdMn0.8Fe0.2O3,0.66,https://www.cryst.ehu.es/magndata/index.php?this_label=0.660,"0, 0, 0"
0.661(Lu0.6Mn0.4)MnO3,0.661,https://www.cryst.ehu.es/magndata/index.php?this_label=0.661,"0, 0, 0"
0.662Mn3Sn2,0.662,https://www.cryst.ehu.es/magndata/index.php?this_label=0.662,"0, 0, 0"
0.663Mn3Sn2,0.663,https://www.cryst.ehu.es/magndata/index.php?this_label=0.663,"0, 0, 0"
0.664Mn3Sn2,0.664,https://www.cryst.ehu.es/magndata/index.php?this_label=0.664,"0, 0, 0"
0.665CeMnSbO,0.665,https://www.cryst.ehu.es/magndata/index.php?this_label=0.665,"0, 0, 0"
0.666CeMnSbO,0.666,https://www.cryst.ehu.es/magndata/index.php?this_label=0.666,"0, 0, 0"
0.667LaMnSbO,0.667,https://www.cryst.ehu.es/magndata/index.php?this_label=0.667,"0, 0, 0"
0.668PrMnSbO,0.668,https://www.cryst.ehu.es/magndata/index.php?this_label=0.668,"0, 0, 0"
0.669Sr2YbRuO6,0.669,https://www.cryst.ehu.es/magndata/index.php?this_label=0.669,"0, 0, 0"
0.670Sr2YbRuO6,0.67,https://www.cryst.ehu.es/magndata/index.php?this_label=0.670,"0, 0, 0"
0.671Sr2TmRuO6,0.671,https://www.cryst.ehu.es/magndata/index.php?this_label=0.671,"0, 0, 0"
0.672CaCu3Fe2Sb2O12,0.672,https://www.cryst.ehu.es/magndata/index.php?this_label=0.672,"0, 0, 0"
0.673MnFe4Si3,0.673,https://www.cryst.ehu.es/magndata/index.php?this_label=0.673,"0, 0, 0"
0.674MnFe4Si3,0.674,https://www.cryst.ehu.es/magndata/index.php?this_label=0.674,"0, 0, 0"
0.675MnFe4Si3,0.675,https://www.cryst.ehu.es/magndata/index.php?this_label=0.675,"0, 0, 0"
0.676Nd0.95Sr0.05CrO3,0.676,https://www.cryst.ehu.es/magndata/index.php?this_label=0.676,"0, 0, 0"
0.677Nd0.9Sr0.1CrO3,0.677,https://www.cryst.ehu.es/magndata/index.php?this_label=0.677,"0, 0, 0"
0.678Nd0.85Sr0.15CrO3,0.678,https://www.cryst.ehu.es/magndata/index.php?this_label=0.678,"0, 0, 0"
0.679TbCr0.5Mn0.5O3,0.679,https://www.cryst.ehu.es/magndata/index.php?this_label=0.679,"0, 0, 0"
0.680Bi0.8La0.2Fe0.5Mn0.5O3,0.68,https://www.cryst.ehu.es/magndata/index.php?this_label=0.680,"0, 0, 0"
0.681Ce4Sb3,0.681,https://www.cryst.ehu.es/magndata/index.php?this_label=0.681,"0, 0, 0"
0.682Ca2FeOsO6,0.682,https://www.cryst.ehu.es/magndata/index.php?this_label=0.682,"0, 0, 0"
0.683SrCaFeOsO6,0.683,https://www.cryst.ehu.es/magndata/index.php?this_label=0.683,"0, 0, 0"
0.684TbPt,0.684,https://www.cryst.ehu.es/magndata/index.php?this_label=0.684,"0, 0, 0"
0.685ErPt,0.685,https://www.cryst.ehu.es/magndata/index.php?this_label=0.685,"0, 0, 0"
0.686HoPt,0.686,https://www.cryst.ehu.es/magndata/index.php?this_label=0.686,"0, 0, 0"
0.687DyPt,0.687,https://www.cryst.ehu.es/magndata/index.php?this_label=0.687,"0, 0, 0"
0.688TmPt,0.688,https://www.cryst.ehu.es/magndata/index.php?this_label=0.688,"0, 0, 0"
0.689PrPt,0.689,https://www.cryst.ehu.es/magndata/index.php?this_label=0.689,"0, 0, 0"
0.690NdPt,0.69,https://www.cryst.ehu.es/magndata/index.php?this_label=0.690,"0, 0, 0"
0.691CaCo1.86As2,0.691,https://www.cryst.ehu.es/magndata/index.php?this_label=0.691,"1, 1, 1"
0.692Ba4Ru3O10,0.692,https://www.cryst.ehu.es/magndata/index.php?this_label=0.692,"0, 0, 0"
0.693Ba4Ru3O10,0.693,https://www.cryst.ehu.es/magndata/index.php?this_label=0.693,"0, 0, 0"
0.694Bi2CuO4,0.694,https://www.cryst.ehu.es/magndata/index.php?this_label=0.694,"0, 0, 0"
0.695Bi2CuO4,0.695,https://www.cryst.ehu.es/magndata/index.php?this_label=0.695,"0, 0, 0"
0.696SmCrO3,0.696,https://www.cryst.ehu.es/magndata/index.php?this_label=0.696,"0, 0, 0"
0.697SmCrO3,0.697,https://www.cryst.ehu.es/magndata/index.php?this_label=0.697,"0, 0, 0"
0.698SmCrO3,0.698,https://www.cryst.ehu.es/magndata/index.php?this_label=0.698,"0, 0, 0"
0.699LiMn6Sn6,0.699,https://www.cryst.ehu.es/magndata/index.php?this_label=0.699,"0, 0, 0"
0.700TbMn6Sn6,0.7,https://www.cryst.ehu.es/magndata/index.php?this_label=0.700,"0, 0, 0"
0.701TbMn6Sn6,0.701,https://www.cryst.ehu.es/magndata/index.php?this_label=0.701,"0, 0, 0"
0.702TbMn6Sn6,0.702,https://www.cryst.ehu.es/magndata/index.php?this_label=0.702,"0, 0, 0"
0.703HoMn6Sn6,0.703,https://www.cryst.ehu.es/magndata/index.php?this_label=0.703,"0, 0, 0"
0.704HoMn6Sn6,0.704,https://www.cryst.ehu.es/magndata/index.php?this_label=0.704,"0, 0, 0"
0.705HoMn6Sn6,0.705,https://www.cryst.ehu.es/magndata/index.php?this_label=0.705,"0, 0, 0"
0.706Tb2Ir3Ga9,0.706,https://www.cryst.ehu.es/magndata/index.php?this_label=0.706,"0, 0, 0"
0.707Tb2Ir3Ga9,0.707,https://www.cryst.ehu.es/magndata/index.php?this_label=0.707,"0, 0, 0"
0.708CrNb4S8,0.708,https://www.cryst.ehu.es/magndata/index.php?this_label=0.708,"0, 0, 0"
0.709MnNb4S8,0.709,https://www.cryst.ehu.es/magndata/index.php?this_label=0.709,"0, 0, 0"
0.710MnNb3S6,0.71,https://www.cryst.ehu.es/magndata/index.php?this_label=0.710,"0, 0, 0"
0.711MnTa4S8,0.711,https://www.cryst.ehu.es/magndata/index.php?this_label=0.711,"0, 0, 0"
0.712VNb3S6,0.712,https://www.cryst.ehu.es/magndata/index.php?this_label=0.712,"0, 0, 0"
0.713NiFe2O4,0.713,https://www.cryst.ehu.es/magndata/index.php?this_label=0.713,"0, 0, 0"
0.714Li2Ni(SO4)2,0.714,https://www.cryst.ehu.es/magndata/index.php?this_label=0.714,"0, 0, 0"
0.715HoCrWO6,0.715,https://www.cryst.ehu.es/magndata/index.php?this_label=0.715,"0, 0, 0"
0.716HoCrWO6,0.716,https://www.cryst.ehu.es/magndata/index.php?this_label=0.716,"0, 0, 0"
0.717Pr0.5Sr0.4Ba0.1CoO3,0.717,https://www.cryst.ehu.es/magndata/index.php?this_label=0.717,"0, 0, 0"
0.718Pr0.5Sr0.4Ba0.1CoO3,0.718,https://www.cryst.ehu.es/magndata/index.php?this_label=0.718,"0, 0, 0"
0.719Yb0.42Sc0.58FeO3,0.719,https://www.cryst.ehu.es/magndata/index.php?this_label=0.719,"0, 0, 0"
0.720Yb0.42Sc0.58FeO3,0.72,https://www.cryst.ehu.es/magndata/index.php?this_label=0.720,"0, 0, 0"
0.721Yb0.42Sc0.58FeO3,0.721,https://www.cryst.ehu.es/magndata/index.php?this_label=0.721,"0, 0, 0"
0.722Mn4Nb2O9,0.722,https://www.cryst.ehu.es/magndata/index.php?this_label=0.722,"0, 0, 0"
0.723YbCl3,0.723,https://www.cryst.ehu.es/magndata/index.php?this_label=0.723,"0, 0, 0"
0.724BaCoSiO4,0.724,https://www.cryst.ehu.es/magndata/index.php?this_label=0.724,"0, 0, 0"
0.725Ce5TeO8,0.725,https://www.cryst.ehu.es/magndata/index.php?this_label=0.725,"0, 0, 0"
0.726CsMn2F6,0.726,https://www.cryst.ehu.es/magndata/index.php?this_label=0.726,"0, 0, 0"
0.727CsMn2F6,0.727,https://www.cryst.ehu.es/magndata/index.php?this_label=0.727,"0, 0, 0"
0.728MoP3SiO11,0.728,https://www.cryst.ehu.es/magndata/index.php?this_label=0.728,"0, 0, 0"
0.729ErNi4B,0.729,https://www.cryst.ehu.es/magndata/index.php?this_label=0.729,"0, 0, 0"
0.730TbNi4B,0.73,https://www.cryst.ehu.es/magndata/index.php?this_label=0.730,"0, 0, 0"
0.731HoNi4B,0.731,https://www.cryst.ehu.es/magndata/index.php?this_label=0.731,"0, 0, 0"
0.732SrRuO3,0.732,https://www.cryst.ehu.es/magndata/index.php?this_label=0.732,"0, 0, 0"
0.733AgRuO3,0.733,https://www.cryst.ehu.es/magndata/index.php?this_label=0.733,"0, 0, 0"
0.734Mn3Ta2O8,0.734,https://www.cryst.ehu.es/magndata/index.php?this_label=0.734,"0, 0, 0"
0.735LaBaMn2O5,0.735,https://www.cryst.ehu.es/magndata/index.php?this_label=0.735,"0, 0, 0"
0.736LaBaMn2O6,0.736,https://www.cryst.ehu.es/magndata/index.php?this_label=0.736,"0, 0, 0"
0.737LaBaMn2O6,0.737,https://www.cryst.ehu.es/magndata/index.php?this_label=0.737,"0, 0, 0"
0.738LaBaMn2O6,0.738,https://www.cryst.ehu.es/magndata/index.php?this_label=0.738,"0, 0, 0"
0.739YBaMn2O5,0.739,https://www.cryst.ehu.es/magndata/index.php?this_label=0.739,"0, 0, 0"
0.740Dy3Ga5O12,0.74,https://www.cryst.ehu.es/magndata/index.php?this_label=0.740,"0, 0, 0"
0.741Er3Ga5O12,0.741,https://www.cryst.ehu.es/magndata/index.php?this_label=0.741,"0, 0, 0"
0.742Tb3Ga5O12,0.742,https://www.cryst.ehu.es/magndata/index.php?this_label=0.742,"0, 0, 0"
0.743Ho3Al5O12,0.743,https://www.cryst.ehu.es/magndata/index.php?this_label=0.743,"0, 0, 0"
0.744Tb3Al5O12,0.744,https://www.cryst.ehu.es/magndata/index.php?this_label=0.744,"0, 0, 0"
0.745Ho3Ga5O12,0.745,https://www.cryst.ehu.es/magndata/index.php?this_label=0.745,"0, 0, 0"
0.746Tb3Ga5O12,0.746,https://www.cryst.ehu.es/magndata/index.php?this_label=0.746,"0, 0, 0"
0.747Ba3CoIr2O9,0.747,https://www.cryst.ehu.es/magndata/index.php?this_label=0.747,"0, 0, 0"
0.748Ba3NiRu2O9,0.748,https://www.cryst.ehu.es/magndata/index.php?this_label=0.748,"0, 0, 0"
0.749Ba3CoRu2O9,0.749,https://www.cryst.ehu.es/magndata/index.php?this_label=0.749,"1, 0, 0"
0.750Ba3CoRu2O9,0.75,https://www.cryst.ehu.es/magndata/index.php?this_label=0.750,"1/2, 0, 0"
0.751Ca2YZr2Fe3O12,0.751,https://www.cryst.ehu.es/magndata/index.php?this_label=0.751,"0, 0, 0"
0.752Ca2YZr2Fe3O12,0.752,https://www.cryst.ehu.es/magndata/index.php?this_label=0.752,"0, 0, 0"
0.753Ca2LaZr2Fe3O12,0.753,https://www.cryst.ehu.es/magndata/index.php?this_label=0.753,"0, 0, 0"
0.754Ca2LaZr2Fe3O12,0.754,https://www.cryst.ehu.es/magndata/index.php?this_label=0.754,"0, 0, 0"
0.755Mn2SeO3F2,0.755,https://www.cryst.ehu.es/magndata/index.php?this_label=0.755,"0, 0, 0"
0.756GaV4S8,0.756,https://www.cryst.ehu.es/magndata/index.php?this_label=0.756,"0, 0, 0"
0.757CeFeO3,0.757,https://www.cryst.ehu.es/magndata/index.php?this_label=0.757,"0, 0, 0"
0.758CeFeO3,0.758,https://www.cryst.ehu.es/magndata/index.php?this_label=0.758,"0, 0, 0"
0.759CeFeO3,0.759,https://www.cryst.ehu.es/magndata/index.php?this_label=0.759,"0, 0, 0"
0.760FeOHSO4,0.76,https://www.cryst.ehu.es/magndata/index.php?this_label=0.760,"0, 0, 0"
0.761SrFe2Se2O,0.761,https://www.cryst.ehu.es/magndata/index.php?this_label=0.761,"0, 0, 0"
0.762SrFe2S2O,0.762,https://www.cryst.ehu.es/magndata/index.php?this_label=0.762,"0, 0, 0"
0.763Mn5(PO4)2(PO3(OH))2(HOH)4,0.763,https://www.cryst.ehu.es/magndata/index.php?this_label=0.763,"0, 0, 0"
0.764Mn5(PO4)2(PO3(OH))2(HOH)4,0.764,https://www.cryst.ehu.es/magndata/index.php?this_label=0.764,"0, 0, 0"
0.765Mn5(PO4)2(PO3(OH))2(HOH)4,0.765,https://www.cryst.ehu.es/magndata/index.php?this_label=0.765,"0, 0, 0"
0.766YbMnSb2,0.766,https://www.cryst.ehu.es/magndata/index.php?this_label=0.766,"0, 0, 0"
0.767SrMnSb2,0.767,https://www.cryst.ehu.es/magndata/index.php?this_label=0.767,"0, 0, 0"
0.768SrMnSb2,0.768,https://www.cryst.ehu.es/magndata/index.php?this_label=0.768,"0, 0, 0"
0.769YbMnBi2,0.769,https://www.cryst.ehu.es/magndata/index.php?this_label=0.769,"0, 0, 0"
0.770Fe2Co2Nb2O9,0.77,https://www.cryst.ehu.es/magndata/index.php?this_label=0.770,"0, 0, 0"
0.771PrMnSi2,0.771,https://www.cryst.ehu.es/magndata/index.php?this_label=0.771,"0, 0, 0"
0.772PrMnSi2,0.772,https://www.cryst.ehu.es/magndata/index.php?this_label=0.772,"0, 0, 0"
0.773NdMnSi2,0.773,https://www.cryst.ehu.es/magndata/index.php?this_label=0.773,"0, 0, 0"
0.774NdMnSi2,0.774,https://www.cryst.ehu.es/magndata/index.php?this_label=0.774,"0, 0, 0"
0.775NdMnSi2,0.775,https://www.cryst.ehu.es/magndata/index.php?this_label=0.775,"0, 0, 0"
0.776CeMnSi2,0.776,https://www.cryst.ehu.es/magndata/index.php?this_label=0.776,"0, 0, 0"
0.777CeMnSi2,0.777,https://www.cryst.ehu.es/magndata/index.php?this_label=0.777,"0, 0, 0"
