Full Label,Numeric Label,URL,Propagation Vector
1.508Mn2AlB2,1.508,https://www.cryst.ehu.es/magndata/index.php?this_label=1.508,"0, 0, 1/2"
1.509Pd2.87Mn0.88,1.509,https://www.cryst.ehu.es/magndata/index.php?this_label=1.509,"1, 1, 1"
1.510TbNi2Ge2,1.51,https://www.cryst.ehu.es/magndata/index.php?this_label=1.510,"0, 0, 3/4"
1.511TbNi2Si2,1.511,https://www.cryst.ehu.es/magndata/index.php?this_label=1.511,"1/2, 1/2, 0"
1.512TbCo2Si2,1.512,https://www.cryst.ehu.es/magndata/index.php?this_label=1.512,"1, 1, 1"
1.513HoCo2Si2,1.513,https://www.cryst.ehu.es/magndata/index.php?this_label=1.513,"1, 1, 1"
1.514HoCo2Si2,1.514,https://www.cryst.ehu.es/magndata/index.php?this_label=1.514,"1, 1, 1"
1.515ErCo2Si2,1.515,https://www.cryst.ehu.es/magndata/index.php?this_label=1.515,"1, 1, 1"
1.516ErCo2Si2,1.516,https://www.cryst.ehu.es/magndata/index.php?this_label=1.516,"1, 1, 1"
1.517DyBe13,1.517,https://www.cryst.ehu.es/magndata/index.php?this_label=1.517,"0, 0, 1/3"
1.518TbBe13,1.518,https://www.cryst.ehu.es/magndata/index.php?this_label=1.518,"0, 0, 1/3"
1.519CoSO4,1.519,https://www.cryst.ehu.es/magndata/index.php?this_label=1.519,"1, 0, 0"
1.520NiSO4,1.52,https://www.cryst.ehu.es/magndata/index.php?this_label=1.520,"1, 0, 0"
1.521FeSO4,1.521,https://www.cryst.ehu.es/magndata/index.php?this_label=1.521,"1, 0, 0"
1.522CrVO4,1.522,https://www.cryst.ehu.es/magndata/index.php?this_label=1.522,"0, 0, 0"
1.523VPO4,1.523,https://www.cryst.ehu.es/magndata/index.php?this_label=1.523,"1/2, 0, 0"
1.524InMnO3,1.524,https://www.cryst.ehu.es/magndata/index.php?this_label=1.524,"0, 0, 1/2"
1.525InMnO3,1.525,https://www.cryst.ehu.es/magndata/index.php?this_label=1.525,"0, 0, 1/2"
1.526LiCoF4,1.526,https://www.cryst.ehu.es/magndata/index.php?this_label=1.526,"1/2, 0, 0"
1.527CsNiF3,1.527,https://www.cryst.ehu.es/magndata/index.php?this_label=1.527,"1/2, 0, 0"
1.528Bi2Fe4O9,1.528,https://www.cryst.ehu.es/magndata/index.php?this_label=1.528,"1/2, 1/2, 1/2"
1.529MnBi6Te10,1.529,https://www.cryst.ehu.es/magndata/index.php?this_label=1.529,"0, 0, 3/2"
1.530CeC2,1.53,https://www.cryst.ehu.es/magndata/index.php?this_label=1.530,"1, 1, 1"
1.531PrC2,1.531,https://www.cryst.ehu.es/magndata/index.php?this_label=1.531,"1, 1, 1"
1.532NdC2,1.532,https://www.cryst.ehu.es/magndata/index.php?this_label=1.532,"1, 1, 1"
1.533TbC2,1.533,https://www.cryst.ehu.es/magndata/index.php?this_label=1.533,"3/4, 0, 0"
1.534HoC2,1.534,https://www.cryst.ehu.es/magndata/index.php?this_label=1.534,"3/4, 0, 0"
1.535UPd2Ge2,1.535,https://www.cryst.ehu.es/magndata/index.php?this_label=1.535,"0, 0, 3/4"
1.536UPd2Si2,1.536,https://www.cryst.ehu.es/magndata/index.php?this_label=1.536,"1, 1, 1"
1.537URh2Si2,1.537,https://www.cryst.ehu.es/magndata/index.php?this_label=1.537,"1, 1, 1"
1.538Ba2MnTeO6,1.538,https://www.cryst.ehu.es/magndata/index.php?this_label=1.538,"1/2, 1/2, 0"
1.539KMnP,1.539,https://www.cryst.ehu.es/magndata/index.php?this_label=1.539,"0, 0, 1/2"
1.540KMnP,1.54,https://www.cryst.ehu.es/magndata/index.php?this_label=1.540,"0, 0, 1/2"
1.541RbMnP,1.541,https://www.cryst.ehu.es/magndata/index.php?this_label=1.541,"0, 0, 1/2"
1.542RbMnP,1.542,https://www.cryst.ehu.es/magndata/index.php?this_label=1.542,"0, 0, 1/2"
1.543RbMnAs,1.543,https://www.cryst.ehu.es/magndata/index.php?this_label=1.543,"0, 0, 1/2"
1.544RbMnAs,1.544,https://www.cryst.ehu.es/magndata/index.php?this_label=1.544,"0, 0, 1/2"
1.545RbMnBi,1.545,https://www.cryst.ehu.es/magndata/index.php?this_label=1.545,"0, 0, 1/2"
1.546CsMnBi,1.546,https://www.cryst.ehu.es/magndata/index.php?this_label=1.546,"0, 0, 1/2"
1.547CsMnP,1.547,https://www.cryst.ehu.es/magndata/index.php?this_label=1.547,"0, 0, 1/2"
1.548CsMnP,1.548,https://www.cryst.ehu.es/magndata/index.php?this_label=1.548,"0, 0, 1/2"
1.549U2Ni2In,1.549,https://www.cryst.ehu.es/magndata/index.php?this_label=1.549,"0, 0, 1/2"
1.550LiMnAs,1.55,https://www.cryst.ehu.es/magndata/index.php?this_label=1.550,"0, 0, 1/2"
1.551LiMnAs,1.551,https://www.cryst.ehu.es/magndata/index.php?this_label=1.551,"0, 0, 1/2"
1.552LiMnAs,1.552,https://www.cryst.ehu.es/magndata/index.php?this_label=1.552,"0, 0, 1/2"
1.553KMnAs,1.553,https://www.cryst.ehu.es/magndata/index.php?this_label=1.553,"0, 0, 1/2"
1.554KMnAs,1.554,https://www.cryst.ehu.es/magndata/index.php?this_label=1.554,"0, 0, 1/2"
1.555Mn3B4,1.555,https://www.cryst.ehu.es/magndata/index.php?this_label=1.555,"0, 0, 1"
1.556FeSn2,1.556,https://www.cryst.ehu.es/magndata/index.php?this_label=1.556,"1, 0, 0"
1.557FeGe2,1.557,https://www.cryst.ehu.es/magndata/index.php?this_label=1.557,"1, 1, 1"
1.558MnSn2,1.558,https://www.cryst.ehu.es/magndata/index.php?this_label=1.558,"1/2, 1/2, 0"
1.559MnSn2,1.559,https://www.cryst.ehu.es/magndata/index.php?this_label=1.559,"1/4, 1/4, 0"
1.560GeNi2O4,1.56,https://www.cryst.ehu.es/magndata/index.php?this_label=1.560,"1/2, 1/2, 1/2"
1.561GeNi2O4,1.561,https://www.cryst.ehu.es/magndata/index.php?this_label=1.561,"1/2, 1/2, 1/2"
1.562GeNi2O4,1.562,https://www.cryst.ehu.es/magndata/index.php?this_label=1.562,"1/2, 1/2, 1/2"
1.563GeNi2O4,1.563,https://www.cryst.ehu.es/magndata/index.php?this_label=1.563,"1/2, 1/2, 1/2"
1.564GeCo2O4,1.564,https://www.cryst.ehu.es/magndata/index.php?this_label=1.564,"1/2, 1/2, 1/2"
1.565Pb2CoOsO6,1.565,https://www.cryst.ehu.es/magndata/index.php?this_label=1.565,"1/2, 0, 1/2"
1.566Ba2YbRuO6,1.566,https://www.cryst.ehu.es/magndata/index.php?this_label=1.566,"0, 0, 1"
1.567Ba2TmRuO6,1.567,https://www.cryst.ehu.es/magndata/index.php?this_label=1.567,"0, 0, 1"
1.568GdCu2Si2,1.568,https://www.cryst.ehu.es/magndata/index.php?this_label=1.568,"1/2, 0, 1/2"
1.569SrRu2O6,1.569,https://www.cryst.ehu.es/magndata/index.php?this_label=1.569,"0, 0, 1/2"
1.570La3OsO7,1.57,https://www.cryst.ehu.es/magndata/index.php?this_label=1.570,"1/2, 1/2, 0"
1.571La3OsO7,1.571,https://www.cryst.ehu.es/magndata/index.php?this_label=1.571,"1/2, 1/2, 0"
1.572La2.8Ca0.2OsO7,1.572,https://www.cryst.ehu.es/magndata/index.php?this_label=1.572,"1/2, 1/2, 0"
1.573FeSO4,1.573,https://www.cryst.ehu.es/magndata/index.php?this_label=1.573,"1/2, 1/2, 0"
1.574NdBiPt,1.574,https://www.cryst.ehu.es/magndata/index.php?this_label=1.574,"0, 0, 1"
1.575ErRh,1.575,https://www.cryst.ehu.es/magndata/index.php?this_label=1.575,"0, 0, 1/2"
1.576Yb2O2S,1.576,https://www.cryst.ehu.es/magndata/index.php?this_label=1.576,"0, 0, 1/2"
1.577SrNd2O4,1.577,https://www.cryst.ehu.es/magndata/index.php?this_label=1.577,"0, 1/2, 1/2"
1.578KErSe2,1.578,https://www.cryst.ehu.es/magndata/index.php?this_label=1.578,"1/2, 0, 1/2"
1.579NiTiO3,1.579,https://www.cryst.ehu.es/magndata/index.php?this_label=1.579,"0, 0, 3/2"
1.580NiTiO3,1.58,https://www.cryst.ehu.es/magndata/index.php?this_label=1.580,"0, 0, 3/2"
1.581FeTiO3,1.581,https://www.cryst.ehu.es/magndata/index.php?this_label=1.581,"0, 0, 3/2"
1.582Fe0.945O,1.582,https://www.cryst.ehu.es/magndata/index.php?this_label=1.582,"1/2, 1/2, 1/2"
1.583La1.5Ca0.5CoO4,1.583,https://www.cryst.ehu.es/magndata/index.php?this_label=1.583,"1/2, 0, 1/2"
1.584PrFeAsO,1.584,https://www.cryst.ehu.es/magndata/index.php?this_label=1.584,"1, 0, 0"
1.585PrFeAsO,1.585,https://www.cryst.ehu.es/magndata/index.php?this_label=1.585,"1, 0, 0"
1.586PrFeAsO,1.586,https://www.cryst.ehu.es/magndata/index.php?this_label=1.586,"1, 0, 0"
1.587NdFeAsO,1.587,https://www.cryst.ehu.es/magndata/index.php?this_label=1.587,"1, 0, 0"
1.588NdFeAsO,1.588,https://www.cryst.ehu.es/magndata/index.php?this_label=1.588,"1, 0, 1/2"
1.589Fe0.967Nb3S6,1.589,https://www.cryst.ehu.es/magndata/index.php?this_label=1.589,"1/2, 1/4, 0"
1.590Pb0.8Bi0.2Fe0.728W0.264O3,1.59,https://www.cryst.ehu.es/magndata/index.php?this_label=1.590,"1/2, 1/2, 1/2"
1.591Pb0.7Bi0.3Fe0.762W0.231O3,1.591,https://www.cryst.ehu.es/magndata/index.php?this_label=1.591,"1/2, 1/2, 1/2"
1.592Pb2NiOsO6,1.592,https://www.cryst.ehu.es/magndata/index.php?this_label=1.592,"1/2, 0, 1/2"
1.593BaCoSO,1.593,https://www.cryst.ehu.es/magndata/index.php?this_label=1.593,"1/2, 0, 0"
1.594BaCoSO,1.594,https://www.cryst.ehu.es/magndata/index.php?this_label=1.594,"1/2, 0, 0"
1.595CaCoSO,1.595,https://www.cryst.ehu.es/magndata/index.php?this_label=1.595,Not found
1.596TbCuSb2,1.596,https://www.cryst.ehu.es/magndata/index.php?this_label=1.596,"1/2, 0, 0"
1.597TbCuSb2,1.597,https://www.cryst.ehu.es/magndata/index.php?this_label=1.597,"0, 1/4, 1/2"
1.598CeIr(In0.97Cd0.03)5,1.598,https://www.cryst.ehu.es/magndata/index.php?this_label=1.598,"1/2, 1/2, 1/2"
1.599DyMn2O5,1.599,https://www.cryst.ehu.es/magndata/index.php?this_label=1.599,"1/2, 0, 0"
1.600Bi4Fe5O13F,1.6,https://www.cryst.ehu.es/magndata/index.php?this_label=1.600,"1/2, 1/2, 0"
1.601Bi4Fe5O13F,1.601,https://www.cryst.ehu.es/magndata/index.php?this_label=1.601,"1/2, 1/2, 0"
1.602Bi4Fe5O13F,1.602,https://www.cryst.ehu.es/magndata/index.php?this_label=1.602,"1/2, 1/2, 0"
1.603Bi4Fe5O13F,1.603,https://www.cryst.ehu.es/magndata/index.php?this_label=1.603,"1/2, 1/2, 0"
1.604Bi4Fe5O13F,1.604,https://www.cryst.ehu.es/magndata/index.php?this_label=1.604,"1/2, 1/2, 0"
1.605Bi4Fe5O13F,1.605,https://www.cryst.ehu.es/magndata/index.php?this_label=1.605,"1/2, 1/2, 0"
1.606Bi4Fe5O13F,1.606,https://www.cryst.ehu.es/magndata/index.php?this_label=1.606,"1/2, 1/2, 0"
1.607Bi4Fe5O13F,1.607,https://www.cryst.ehu.es/magndata/index.php?this_label=1.607,"1/2, 1/2, 0"
1.608Bi4Fe5O13F,1.608,https://www.cryst.ehu.es/magndata/index.php?this_label=1.608,"1/2, 1/2, 0"
1.609Bi4Fe5O13F,1.609,https://www.cryst.ehu.es/magndata/index.php?this_label=1.609,"1/2, 1/2, 0"
1.610Bi4Fe5O13F,1.61,https://www.cryst.ehu.es/magndata/index.php?this_label=1.610,"1/2, 1/2, 0"
1.611Bi4Fe5O13F,1.611,https://www.cryst.ehu.es/magndata/index.php?this_label=1.611,"1/2, 1/2, 0"
1.612Bi4Fe5O13F,1.612,https://www.cryst.ehu.es/magndata/index.php?this_label=1.612,"1/2, 1/2, 0"
1.613Bi4Fe5O13F,1.613,https://www.cryst.ehu.es/magndata/index.php?this_label=1.613,"1/2, 1/2, 0"
1.614Bi4Fe5O13F,1.614,https://www.cryst.ehu.es/magndata/index.php?this_label=1.614,"1/2, 1/2, 0"
1.615Bi4Fe5O13F,1.615,https://www.cryst.ehu.es/magndata/index.php?this_label=1.615,"1/2, 1/2, 0"
1.616Bi4Fe5O13F,1.616,https://www.cryst.ehu.es/magndata/index.php?this_label=1.616,"1/2, 1/2, 0"
1.617LiFe(MoO4)2,1.617,https://www.cryst.ehu.es/magndata/index.php?this_label=1.617,"0, 1/2, 0"
1.618CoO,1.618,https://www.cryst.ehu.es/magndata/index.php?this_label=1.618,"1/2, 1/2, 1/2"
1.619MnS,1.619,https://www.cryst.ehu.es/magndata/index.php?this_label=1.619,"1/2, 1/2, 1/2"
1.620NdCu2,1.62,https://www.cryst.ehu.es/magndata/index.php?this_label=1.620,"3/5, 0, 0"
1.621La(Fe0.91Al0.09)13,1.621,https://www.cryst.ehu.es/magndata/index.php?this_label=1.621,"0, 0, 1"
1.622CoGeO3,1.622,https://www.cryst.ehu.es/magndata/index.php?this_label=1.622,"1, 0, 0"
1.623EuMg2Bi2,1.623,https://www.cryst.ehu.es/magndata/index.php?this_label=1.623,"0, 0, 1/2"
1.624EuSn2P2,1.624,https://www.cryst.ehu.es/magndata/index.php?this_label=1.624,"0, 0, 3/2"
1.625Sr2Fe3S2O3,1.625,https://www.cryst.ehu.es/magndata/index.php?this_label=1.625,"0, 0, 1/2"
1.626Sr2Fe3Se2O3,1.626,https://www.cryst.ehu.es/magndata/index.php?this_label=1.626,Not found
1.627KCeS2,1.627,https://www.cryst.ehu.es/magndata/index.php?this_label=1.627,"0, -1/2, 1/2"
1.628PrMnSi2,1.628,https://www.cryst.ehu.es/magndata/index.php?this_label=1.628,"1, 0, 0"
1.629FeGe,1.629,https://www.cryst.ehu.es/magndata/index.php?this_label=1.629,"0, 0, 1/2"
1.630LuMn6Sn6,1.63,https://www.cryst.ehu.es/magndata/index.php?this_label=1.630,"0, 0, 1/2"
1.631YMn6Ge6,1.631,https://www.cryst.ehu.es/magndata/index.php?this_label=1.631,"0, 0, 1/2"
1.632ErFe6Ge6,1.632,https://www.cryst.ehu.es/magndata/index.php?this_label=1.632,"1, 1, 1"
1.633YFe6Sn6,1.633,https://www.cryst.ehu.es/magndata/index.php?this_label=1.633,"1, 1, 1"
1.634YFe6Ge6,1.634,https://www.cryst.ehu.es/magndata/index.php?this_label=1.634,"1, 0, 0"
1.635ErFe2Si2,1.635,https://www.cryst.ehu.es/magndata/index.php?this_label=1.635,"0, 0, 1/2"
1.636ErMn2Si2,1.636,https://www.cryst.ehu.es/magndata/index.php?this_label=1.636,"1, 1, 1"
1.637ErMn2Si2,1.637,https://www.cryst.ehu.es/magndata/index.php?this_label=1.637,"1, 1, 1"
1.638ErMn2Ge2,1.638,https://www.cryst.ehu.es/magndata/index.php?this_label=1.638,"1, 1, 1"
1.639ErMn2Ge2,1.639,https://www.cryst.ehu.es/magndata/index.php?this_label=1.639,"1, 1, 1"
1.640ErMn2Ge2,1.64,https://www.cryst.ehu.es/magndata/index.php?this_label=1.640,"1, 1, 1"
1.641Ba2FeSi2O7,1.641,https://www.cryst.ehu.es/magndata/index.php?this_label=1.641,"0, 0, 1/2"
1.642TlFeS2,1.642,https://www.cryst.ehu.es/magndata/index.php?this_label=1.642,"0, 1, 1/2"
1.643DyOCl,1.643,https://www.cryst.ehu.es/magndata/index.php?this_label=1.643,"0, 0, 1/2"
1.644EuSn2As2,1.644,https://www.cryst.ehu.es/magndata/index.php?this_label=1.644,"0, 0, 3/2"
1.645Na2Co2TeO6,1.645,https://www.cryst.ehu.es/magndata/index.php?this_label=1.645,"1/2, 0, 0"
1.646Na2Ni2TeO6,1.646,https://www.cryst.ehu.es/magndata/index.php?this_label=1.646,"1/2, 0, 1/2"
1.647Na2.4Ni2TeO6,1.647,https://www.cryst.ehu.es/magndata/index.php?this_label=1.647,"1/2, 0, 0"
1.648Nd2O3,1.648,https://www.cryst.ehu.es/magndata/index.php?this_label=1.648,"1/2, 0, 1/2"
1.649Sr3ZnIrO6,1.649,https://www.cryst.ehu.es/magndata/index.php?this_label=1.649,"0, 1/2, 1"
1.650DyBaCuO5,1.65,https://www.cryst.ehu.es/magndata/index.php?this_label=1.650,"0, 1/2, 0"
1.651Ho2BaCuO5,1.651,https://www.cryst.ehu.es/magndata/index.php?this_label=1.651,"0, 1/2, 0"
1.652Tb2Ni1.78In,1.652,https://www.cryst.ehu.es/magndata/index.php?this_label=1.652,"1/4, 1/4, 1/2"
1.653FeWO4,1.653,https://www.cryst.ehu.es/magndata/index.php?this_label=1.653,"1/2, 0, 0"
1.654NiNb2O6,1.654,https://www.cryst.ehu.es/magndata/index.php?this_label=1.654,"0, 1/2, 0"
1.655FeNb2O6,1.655,https://www.cryst.ehu.es/magndata/index.php?this_label=1.655,"0, 1/2, 0"
1.656CoNb2O6,1.656,https://www.cryst.ehu.es/magndata/index.php?this_label=1.656,"0, 0, 1/2"
1.657LuNiO3,1.657,https://www.cryst.ehu.es/magndata/index.php?this_label=1.657,"1/2, 0, 1/2"
1.658DyGa3,1.658,https://www.cryst.ehu.es/magndata/index.php?this_label=1.658,"1/2, 0, 1/2"
1.659MnCl2(CO(NH2)2)2,1.659,https://www.cryst.ehu.es/magndata/index.php?this_label=1.659,"1, 1, 1"
1.660FePb4Sb6S14,1.66,https://www.cryst.ehu.es/magndata/index.php?this_label=1.660,"1/2, 0, 0"
1.661La2NiIrO6,1.661,https://www.cryst.ehu.es/magndata/index.php?this_label=1.661,"1/2, 1/2, 0"
1.662La2NiIrO6,1.662,https://www.cryst.ehu.es/magndata/index.php?this_label=1.662,"1/2, 1/2, 0"
1.663Tb2Ni2In,1.663,https://www.cryst.ehu.es/magndata/index.php?this_label=1.663,"1/2, 1/2, 1/2"
1.664DyVO4,1.664,https://www.cryst.ehu.es/magndata/index.php?this_label=1.664,"1, 1, 1"
1.665Ba3CoNb2O9,1.665,https://www.cryst.ehu.es/magndata/index.php?this_label=1.665,"1/3, 1/3, 1/2"
1.666TbCoGa5,1.666,https://www.cryst.ehu.es/magndata/index.php?this_label=1.666,"1/2, 0, 1/2"
1.667UPtGa5,1.667,https://www.cryst.ehu.es/magndata/index.php?this_label=1.667,"1/2, 0, 1/2"
1.668HoCoGa5,1.668,https://www.cryst.ehu.es/magndata/index.php?this_label=1.668,"1/2, 0, 1/2"
1.669KFe(PO3F)2,1.669,https://www.cryst.ehu.es/magndata/index.php?this_label=1.669,"1/3, 1/3, 1/4"
1.670NpFeGa5,1.67,https://www.cryst.ehu.es/magndata/index.php?this_label=1.670,"1/2, 1/2, 0"
1.671NpCoGa5,1.671,https://www.cryst.ehu.es/magndata/index.php?this_label=1.671,"0, 0, 1/2"
1.672EuZn2As2,1.672,https://www.cryst.ehu.es/magndata/index.php?this_label=1.672,"0, 0, 1/2"
1.673EuCd2Sb2,1.673,https://www.cryst.ehu.es/magndata/index.php?this_label=1.673,"0, 0, 1/2"
1.674SrLaCuSbO6,1.674,https://www.cryst.ehu.es/magndata/index.php?this_label=1.674,"1/2, 1/2, 0"
1.675SrLaCuNbO6,1.675,https://www.cryst.ehu.es/magndata/index.php?this_label=1.675,"1/2, 1/2, 1/2"
1.676Fe0.32NbS2,1.676,https://www.cryst.ehu.es/magndata/index.php?this_label=1.676,"1/2, 0, 0"
1.677Fe0.35NbS2,1.677,https://www.cryst.ehu.es/magndata/index.php?this_label=1.677,"1/2, 1/4, 0"
1.678CrN,1.678,https://www.cryst.ehu.es/magndata/index.php?this_label=1.678,"1/2, 1/2, 0"
1.679Nd2NiIrO6,1.679,https://www.cryst.ehu.es/magndata/index.php?this_label=1.679,"1/2, 1/2, 0"
1.680Nd2NiIrO6,1.68,https://www.cryst.ehu.es/magndata/index.php?this_label=1.680,"1/2, 1/2, 0"
1.681PrFe2Al8,1.681,https://www.cryst.ehu.es/magndata/index.php?this_label=1.681,"1/2, 0, 1/2"
1.682Na2CuSO4Cl2,1.682,https://www.cryst.ehu.es/magndata/index.php?this_label=1.682,"1/2, 0, 0"
1.683UPdGa5,1.683,https://www.cryst.ehu.es/magndata/index.php?this_label=1.683,"1/2, 1/2, 1/2"
1.684Ba0.67La0.33FeO3,1.684,https://www.cryst.ehu.es/magndata/index.php?this_label=1.684,"1/2, 1/2, 1/2"
1.685NiCr2O4,1.685,https://www.cryst.ehu.es/magndata/index.php?this_label=1.685,"1, 1, 1"
1.686Er2Ni2Pb,1.686,https://www.cryst.ehu.es/magndata/index.php?this_label=1.686,"1/2, 1/2, 1/2"
1.687Er2Ni2Pb,1.687,https://www.cryst.ehu.es/magndata/index.php?this_label=1.687,"0, 0, 1/2"
1.688NiCr2O4,1.688,https://www.cryst.ehu.es/magndata/index.php?this_label=1.688,"1, 1, 1"
1.689LuMn2Ge2,1.689,https://www.cryst.ehu.es/magndata/index.php?this_label=1.689,"1, 1, 1"
1.690TmMn2Ge2,1.69,https://www.cryst.ehu.es/magndata/index.php?this_label=1.690,"1, 1, 1"
1.691YMn2Ge2,1.691,https://www.cryst.ehu.es/magndata/index.php?this_label=1.691,"1, 1, 1"
1.692YMn2Ge2,1.692,https://www.cryst.ehu.es/magndata/index.php?this_label=1.692,"1, 1, 1"
1.693DyMn2Ge2,1.693,https://www.cryst.ehu.es/magndata/index.php?this_label=1.693,"1, 1, 1"
1.694TbMn2Ge2,1.694,https://www.cryst.ehu.es/magndata/index.php?this_label=1.694,"1, 1, 1"
1.695Mn3Ni2Si,1.695,https://www.cryst.ehu.es/magndata/index.php?this_label=1.695,"1/2, 1/2, 1/2"
1.696HoNiSi2,1.696,https://www.cryst.ehu.es/magndata/index.php?this_label=1.696,"1, 0, 0"
1.697Tb5Pd2In4,1.697,https://www.cryst.ehu.es/magndata/index.php?this_label=1.697,"0, 1/2, 0"
1.698Dy2TiO5,1.698,https://www.cryst.ehu.es/magndata/index.php?this_label=1.698,"0, 1/2, 0"
1.699GdInCu4,1.699,https://www.cryst.ehu.es/magndata/index.php?this_label=1.699,"0, 1/2, 1"
1.700HoInCu4,1.7,https://www.cryst.ehu.es/magndata/index.php?this_label=1.700,"0, 1/2, 1"
1.701HoCdCu4,1.701,https://www.cryst.ehu.es/magndata/index.php?this_label=1.701,"1/2, 1/2, 1/2"
1.702YBaCo2O5,1.702,https://www.cryst.ehu.es/magndata/index.php?this_label=1.702,"1/2, 1/2, 0"
1.703YBaCo2O5,1.703,https://www.cryst.ehu.es/magndata/index.php?this_label=1.703,Not found
1.704TaBaFe2O5,1.704,https://www.cryst.ehu.es/magndata/index.php?this_label=1.704,Not found
1.705Na2Ni2TeO6,1.705,https://www.cryst.ehu.es/magndata/index.php?this_label=1.705,"1/2, 0, 0"
1.706Ba2MnTeO6,1.706,https://www.cryst.ehu.es/magndata/index.php?this_label=1.706,"0, 0, 1"
1.707Ba2MnWO6,1.707,https://www.cryst.ehu.es/magndata/index.php?this_label=1.707,"1/2, 1/2, 1/2"
1.708CrPS4,1.708,https://www.cryst.ehu.es/magndata/index.php?this_label=1.708,"0, 0, 1/2"
1.709CsCrF4,1.709,https://www.cryst.ehu.es/magndata/index.php?this_label=1.709,"1/2, 0, 1/2"
1.710BaFe2Se3,1.71,https://www.cryst.ehu.es/magndata/index.php?this_label=1.710,"1/2, 1/2, 1/2"
1.711CsCr0.94Fe0.06F4,1.711,https://www.cryst.ehu.es/magndata/index.php?this_label=1.711,"0, 0, 1/2"
1.712CsCr0.98Al0.02F4,1.712,https://www.cryst.ehu.es/magndata/index.php?this_label=1.712,"1/2, 0, 1/2"
1.713CsCr0.98Al0.02F4,1.713,https://www.cryst.ehu.es/magndata/index.php?this_label=1.713,"1/2, 0, 1/2"
1.714CeAuBi2,1.714,https://www.cryst.ehu.es/magndata/index.php?this_label=1.714,"0, 0, 1/2"
1.715Sr2CoWO6,1.715,https://www.cryst.ehu.es/magndata/index.php?this_label=1.715,"1/2, 0, 1/2"
1.716Sr2MnMoO6,1.716,https://www.cryst.ehu.es/magndata/index.php?this_label=1.716,"1/2, 0, 1/2"
1.717Sr2MnWO6,1.717,https://www.cryst.ehu.es/magndata/index.php?this_label=1.717,"1/2, 0, 1/2"
1.718Ca2MnWO6,1.718,https://www.cryst.ehu.es/magndata/index.php?this_label=1.718,"0, 1/2, 1/2"
1.719Ca2MnWO6,1.719,https://www.cryst.ehu.es/magndata/index.php?this_label=1.719,"0, 1/2, 1/2"
1.720Yb2O3,1.72,https://www.cryst.ehu.es/magndata/index.php?this_label=1.720,"1, 1, 1"
1.721UCu5,1.721,https://www.cryst.ehu.es/magndata/index.php?this_label=1.721,"1/2, 1/2, 1/2"
1.722Ba3LaRu2O9,1.722,https://www.cryst.ehu.es/magndata/index.php?this_label=1.722,"1/2, 0, 0"
1.723NaMn2O4,1.723,https://www.cryst.ehu.es/magndata/index.php?this_label=1.723,"1/2, 1/2, 1/2"
1.724Ba2NiTeO6,1.724,https://www.cryst.ehu.es/magndata/index.php?this_label=1.724,"0, 1/2, 1"
1.725Ba3NiTa2O9,1.725,https://www.cryst.ehu.es/magndata/index.php?this_label=1.725,"1/3, 1/3, 1/2"
1.726RuCl3,1.726,https://www.cryst.ehu.es/magndata/index.php?this_label=1.726,"1/2, 0, 1/2"
1.727Tm3Cu4Ge4,1.727,https://www.cryst.ehu.es/magndata/index.php?this_label=1.727,"0, 1/2, 0"
1.728Tm3Cu4Sn4,1.728,https://www.cryst.ehu.es/magndata/index.php?this_label=1.728,"0, 0, 1/2"
1.729Gd2Fe2Si2C,1.729,https://www.cryst.ehu.es/magndata/index.php?this_label=1.729,"0, 0, 1/2"
1.730Cu2MnSiS4,1.73,https://www.cryst.ehu.es/magndata/index.php?this_label=1.730,"1/2, 0, 1/2"
1.731Cu2FeSiS4,1.731,https://www.cryst.ehu.es/magndata/index.php?this_label=1.731,"1/2, 1/2, 1/2"
1.732Cu2MnSnS4,1.732,https://www.cryst.ehu.es/magndata/index.php?this_label=1.732,"1/2, 0, 1/2"
1.733Cu2MnGeS4,1.733,https://www.cryst.ehu.es/magndata/index.php?this_label=1.733,"1/2, 0, 1/2"
1.734Cu2FeGeS4,1.734,https://www.cryst.ehu.es/magndata/index.php?this_label=1.734,"-1/2, 0, 1/2"
1.735Li2FeGeS4,1.735,https://www.cryst.ehu.es/magndata/index.php?this_label=1.735,"1/2, 1/2, 1/2"
1.736Mn(N2H5)2(SO4)2,1.736,https://www.cryst.ehu.es/magndata/index.php?this_label=1.736,"1/2, 0, 1/2"
1.737CeRh0.25Pd0.75Sn,1.737,https://www.cryst.ehu.es/magndata/index.php?this_label=1.737,"0, 0, 1/2"
1.738TbNiAl,1.738,https://www.cryst.ehu.es/magndata/index.php?this_label=1.738,"1/2, 0, 1/2"
1.739Cu9O2(SeO3)4Cl6,1.739,https://www.cryst.ehu.es/magndata/index.php?this_label=1.739,"1/2, 1/2, 0"
1.740CeAuSb2,1.74,https://www.cryst.ehu.es/magndata/index.php?this_label=1.740,"0, 1/4, 1/2"
1.741KNiAsO4,1.741,https://www.cryst.ehu.es/magndata/index.php?this_label=1.741,"3/2, 0, 0"
1.742KNiAsO4,1.742,https://www.cryst.ehu.es/magndata/index.php?this_label=1.742,"3/2, 0, 0"
1.743CeRhGe3,1.743,https://www.cryst.ehu.es/magndata/index.php?this_label=1.743,"0, 0, 3/4"
1.744PrPdSn,1.744,https://www.cryst.ehu.es/magndata/index.php?this_label=1.744,"0, 1/2, 1/2"
